time,data,error,instrument,type
2458399.415475179,0.9911674894802645,0.0026905402,TESSY1,LC
2458399.4168640864,0.9871251637640568,0.0026895003,TESSY1,LC
2458399.4182529934,0.9864826978758364,0.0026896382,TESSY1,LC
2458399.419641901,0.9874137818984068,0.0026893085,TESSY1,LC
2458399.421030808,0.9857772857460164,0.002692359,TESSY1,LC
2458399.4224197147,0.9871854494797622,0.0026899287,TESSY1,LC
2458399.423808622,0.9890360030526134,0.0026932594,TESSY1,LC
2458399.425197529,0.9912803064933364,0.0026916342,TESSY1,LC
2458399.426586436,0.9842509597573016,0.0026922927,TESSY1,LC
2458399.427975343,0.988752182890405,0.0026933847,TESSY1,LC
2458399.4293642505,0.988636615851305,0.0026913658,TESSY1,LC
2458399.430753157,0.9915197586597222,0.00268979,TESSY1,LC
2458399.432142065,0.9873345013011708,0.0026916149,TESSY1,LC
2458399.433530972,0.9864435337850254,0.0026889511,TESSY1,LC
2458399.434919879,0.9880045260778674,0.0026928384,TESSY1,LC
2458399.4363087863,0.9890914782203996,0.0026908196,TESSY1,LC
2458399.437697693,0.9883766509579036,0.0026977675,TESSY1,LC
2458399.4390866,0.9880081048429196,0.0026922401,TESSY1,LC
2458399.440475507,0.9858903985401024,0.0026913863,TESSY1,LC
2458399.4418644146,0.9899640620305424,0.0026880086,TESSY1,LC
2458399.4432533216,0.9851229553172064,0.0026900203,TESSY1,LC
2458399.4446422285,0.992558208406226,0.0026960021,TESSY1,LC
2458399.446031136,0.9883814512946912,0.0026928312,TESSY1,LC
2458399.4474200425,0.9883173639852136,0.0026925406,TESSY1,LC
2458399.44880895,0.9907901664761404,0.0026945143,TESSY1,LC
2458399.450197857,0.994479028761785,0.0026920428,TESSY1,LC
2458399.451586764,0.9893672008592898,0.0026905567,TESSY1,LC
2458399.452975671,0.9912375127320432,0.0026948818,TESSY1,LC
2458399.4543645782,0.99077854443121,0.0026963202,TESSY1,LC
2458399.455753485,0.9864585058857884,0.0026899243,TESSY1,LC
2458399.457142392,0.9900204571553958,0.0026912803,TESSY1,LC
2458399.458531299,0.9947318382119866,0.0026971733,TESSY1,LC
2458399.4599202066,0.9919387390346954,0.0026942897,TESSY1,LC
2458399.461309113,0.9881578896540314,0.002694061,TESSY1,LC
2458399.4626980205,0.992197690035919,0.0026949975,TESSY1,LC
2458399.4640869275,0.990448220216141,0.0026939895,TESSY1,LC
2458399.4654758344,0.990531530130325,0.0026928696,TESSY1,LC
2458399.466864742,0.9934074398543352,0.0026935444,TESSY1,LC
2458399.4682536484,0.9968888092842646,0.0026992031,TESSY1,LC
2458399.469642556,0.991182058541088,0.0026978622,TESSY1,LC
2458399.471031463,0.9971487674901506,0.0026958743,TESSY1,LC
2458399.4724203697,0.9939228262327108,0.0026958801,TESSY1,LC
2458399.4738092767,0.9977160447153688,0.0026974948,TESSY1,LC
2458399.475198184,0.9994211929058272,0.0027013503,TESSY1,LC
2458399.47658709,0.999022480836374,0.0027021575,TESSY1,LC
2458399.4779759976,0.9996605284895622,0.0026971712,TESSY1,LC
2458399.479364905,1.0006663059128909,0.0027001379,TESSY1,LC
2458399.480753812,1.0022451029982082,0.0026979626,TESSY1,LC
2458399.482142719,0.9970161698482276,0.002699181,TESSY1,LC
2458399.483531626,0.9968177263623936,0.0026972061,TESSY1,LC
2458399.484920533,0.9977192226217292,0.0026985146,TESSY1,LC
2458399.48630944,1.0051909885819514,0.0027003668,TESSY1,LC
2458399.487698347,1.003131784210481,0.0026988131,TESSY1,LC
2458399.489087254,1.0008458795806416,0.0026980569,TESSY1,LC
2458399.490476161,1.0047667745943816,0.0027022364,TESSY1,LC
2458399.491865068,1.0001722693709183,0.0026998105,TESSY1,LC
2458399.4932539747,0.9981098537922436,0.00269836,TESSY1,LC
2458399.4946428817,1.0015904578455856,0.0026988473,TESSY1,LC
2458399.4960317886,1.0030306516269043,0.0026991591,TESSY1,LC
2458399.497420696,1.0036203450219583,0.0027026946,TESSY1,LC
2458399.4988096026,0.9985994781027316,0.0026956985,TESSY1,LC
2458399.500198509,1.0005863308273817,0.0026983393,TESSY1,LC
2458399.5015874165,0.9991020731539484,0.0027024371,TESSY1,LC
2458399.5029763235,1.0024243151620773,0.0027001204,TESSY1,LC
2458399.5043652304,0.9958192967103312,0.0026998394,TESSY1,LC
2458399.5057541374,0.997719287944047,0.002699154,TESSY1,LC
2458399.507143045,0.994448158734056,0.0026982119,TESSY1,LC
2458399.508531952,1.00200787915576,0.0027037135,TESSY1,LC
2458399.5099208583,1.000112269157864,0.0026963316,TESSY1,LC
2458399.5113097653,1.002312058713212,0.002700916,TESSY1,LC
2458399.512698672,1.0009005478849882,0.0027007682,TESSY1,LC
2458399.514087579,1.0026342366649026,0.002701876,TESSY1,LC
2458399.515476486,1.0012182249397277,0.0027006404,TESSY1,LC
2458399.516865393,1.0019026128425894,0.0026972676,TESSY1,LC
2458399.5182543,1.002317400232702,0.0026986445,TESSY1,LC
2458399.519643207,0.9955989872452556,0.0026966319,TESSY1,LC
2458399.521032114,1.0020165737921638,0.0026990843,TESSY1,LC
2458399.522421021,1.0011653598050254,0.0027028334,TESSY1,LC
2458399.523809928,1.000675345413217,0.0027004497,TESSY1,LC
2458399.525198835,0.9981377804656932,0.0026996832,TESSY1,LC
2458399.526587742,1.0033156150979603,0.0026984008,TESSY1,LC
2458399.5279766484,0.995078859213772,0.0026955942,TESSY1,LC
2458399.5293655554,1.0047016828378466,0.0027007349,TESSY1,LC
2458399.5307544624,1.0001188658789832,0.0027013512,TESSY1,LC
2458399.5321433693,0.997410018472198,0.0026996175,TESSY1,LC
2458399.5335322763,1.0039466304661833,0.0027000967,TESSY1,LC
2458399.534921183,1.0022747119704016,0.002700882,TESSY1,LC
2458399.5363100898,1.0027335929521302,0.0027008262,TESSY1,LC
2458399.5376989967,1.000564773289501,0.0026964203,TESSY1,LC
2458405.2266395674,1.0030646825030116,0.0027030217,TESSY1,LC
2458405.228028464,0.9992889434397584,0.0027018697,TESSY1,LC
2458405.2294173604,1.0000476076977698,0.0026996816,TESSY1,LC
2458405.2308062566,1.0051673752809118,0.0027034667,TESSY1,LC
2458405.232195153,0.9943242361847,0.0027013961,TESSY1,LC
2458405.233584049,0.9995746604053892,0.0026969793,TESSY1,LC
2458405.234972946,0.9966221179447275,0.0026973747,TESSY1,LC
2458405.236361842,0.9975717787881996,0.002697641,TESSY1,LC
2458405.2377507384,1.0001270629396406,0.0026989586,TESSY1,LC
2458405.2391396347,0.9985790003976416,0.0026996785,TESSY1,LC
2458405.2405285314,1.0006084411620466,0.0027041812,TESSY1,LC
2458405.241917428,1.001518835231774,0.0027030841,TESSY1,LC
2458405.2433063234,1.0003014326017978,0.0027013021,TESSY1,LC
2458405.24469522,1.0019815332804614,0.0027066774,TESSY1,LC
2458405.2460841164,1.002222837259891,0.0027013686,TESSY1,LC
2458405.2474730127,0.9929551545402032,0.0026962224,TESSY1,LC
2458405.248861909,1.0040355551206015,0.0026989623,TESSY1,LC
2458405.250250805,1.0023420689996971,0.0027037002,TESSY1,LC
2458405.251639702,1.0022445861798972,0.0027013635,TESSY1,LC
2458405.253028598,1.0001657066532412,0.0026972748,TESSY1,LC
2458405.2544174944,0.9979182004208432,0.002700082,TESSY1,LC
2458405.2558063907,1.0006224574807296,0.0027012415,TESSY1,LC
2458405.257195287,1.002482787830974,0.0027021565,TESSY1,LC
2458405.258584183,0.9995934714696564,0.0026982636,TESSY1,LC
2458405.25997308,1.0027829583989538,0.0027009803,TESSY1,LC
2458405.261361976,1.0017578986079818,0.0027008194,TESSY1,LC
2458405.2627508724,1.0018995420980246,0.0027060187,TESSY1,LC
2458405.264139768,1.0008846888577354,0.0026989998,TESSY1,LC
2458405.265528665,1.0011193389071524,0.0027007298,TESSY1,LC
2458405.266917561,1.0005289922176686,0.0027003824,TESSY1,LC
2458405.268306457,0.999183038816878,0.0026985887,TESSY1,LC
2458405.2696953537,1.0026903086308314,0.0027003742,TESSY1,LC
2458405.27108425,0.9988768417224948,0.0027017007,TESSY1,LC
2458405.272473146,0.9985728580653996,0.0027020576,TESSY1,LC
2458405.2738620425,0.9978938476549998,0.0026990022,TESSY1,LC
2458405.2752509387,1.0000116804873662,0.0027033756,TESSY1,LC
2458405.276639835,0.9991886665589466,0.0027002916,TESSY1,LC
2458405.2780287312,1.0021307358869624,0.0026993884,TESSY1,LC
2458405.279417628,0.9991132384097688,0.002702883,TESSY1,LC
2458405.280806524,1.003053504180473,0.0027016434,TESSY1,LC
2458405.2821954205,1.0024756931775467,0.00270096,TESSY1,LC
2458405.2835843167,1.0018860853971172,0.0027008657,TESSY1,LC
2458405.2849732125,0.9987730008617408,0.0027035694,TESSY1,LC
2458405.286362109,1.001252379512318,0.0026991875,TESSY1,LC
2458405.287751005,1.000915581370889,0.0026962161,TESSY1,LC
2458405.2891399013,0.9985143164323064,0.0026974981,TESSY1,LC
2458405.290528797,0.9983508046803956,0.0026964017,TESSY1,LC
2458405.291917694,0.9965837561424736,0.0026977346,TESSY1,LC
2458405.29330659,0.995489880779496,0.0026982513,TESSY1,LC
2458405.2946954863,0.9949152885969328,0.0026932193,TESSY1,LC
2458405.2960843826,0.9934153295888172,0.0026938976,TESSY1,LC
2458405.297473279,0.9895604637490112,0.0026882782,TESSY1,LC
2458405.298862175,0.9914979810715484,0.0026943344,TESSY1,LC
2458405.300251072,0.9861236115613968,0.0026909127,TESSY1,LC
2458405.301639968,0.9915354251915752,0.0026935018,TESSY1,LC
2458405.303028864,0.9909835019597076,0.0026922799,TESSY1,LC
2458405.30441776,0.9848184918780616,0.0026943029,TESSY1,LC
2458405.3058066564,0.9850326749344864,0.0026891916,TESSY1,LC
2458405.3071955526,0.988344501126018,0.0026876461,TESSY1,LC
2458405.308584449,0.984465280450891,0.0026901637,TESSY1,LC
2458405.309973345,0.9892082929089188,0.0026879241,TESSY1,LC
2458405.3113622414,0.9909241085003776,0.0026931176,TESSY1,LC
2458405.3127511377,0.9902719472193762,0.0026911714,TESSY1,LC
2458405.314140034,0.9896755190801148,0.002692603,TESSY1,LC
2458405.3155289297,0.990863484077463,0.002692936,TESSY1,LC
2458405.316917826,0.9921375222089938,0.0026939637,TESSY1,LC
2458405.318306722,0.9846669534753416,0.0026902859,TESSY1,LC
2458405.3196956185,0.9894340078762264,0.0026946804,TESSY1,LC
2458405.3210845147,0.9840601654110044,0.0026948776,TESSY1,LC
2458405.322473411,0.9877089260804004,0.0026902664,TESSY1,LC
2458405.3238623072,0.989760879885422,0.002693306,TESSY1,LC
2458405.3252512035,0.9911702268277078,0.0026925185,TESSY1,LC
2458405.3266401,0.988402436908684,0.0026905085,TESSY1,LC
2458405.3280289955,0.9917338101230988,0.00269776,TESSY1,LC
2458405.329417892,0.986631066484431,0.0026893658,TESSY1,LC
2458405.330806788,0.988669925986895,0.0026898633,TESSY1,LC
2458405.3321956843,0.9865619686308372,0.0026906112,TESSY1,LC
2458405.3335845806,0.9919099544172276,0.0026925914,TESSY1,LC
2458405.334973477,0.9886344133466176,0.0026914203,TESSY1,LC
2458405.3363623726,0.9841323254208794,0.0026952948,TESSY1,LC
2458405.337751269,0.9888759306386756,0.0026930971,TESSY1,LC
2458405.339140165,0.9845656590021642,0.0026902198,TESSY1,LC
2458405.3405290614,0.984751420513632,0.0026895404,TESSY1,LC
2458405.3419179576,0.9864920951760364,0.0026901711,TESSY1,LC
2458405.343306854,0.9898837029933836,0.0026903246,TESSY1,LC
2458405.3446957497,0.9917601139468064,0.0026925281,TESSY1,LC
2458405.346084646,0.9930513180871722,0.0026961381,TESSY1,LC
2458405.3474735417,0.986448485398496,0.0026899781,TESSY1,LC
2458405.348862438,0.982982955875522,0.0026888277,TESSY1,LC
2458405.3502513343,0.9871184995254982,0.0026930417,TESSY1,LC
2458405.3516402305,0.9878734563523162,0.002692156,TESSY1,LC
2458405.3530291268,0.9917273863608598,0.0026953414,TESSY1,LC
2458405.3544180226,0.9883538295640634,0.0026896512,TESSY1,LC
2458405.355806919,0.9869157659500524,0.0026913893,TESSY1,LC
2458405.357195815,0.989730255531584,0.0026910789,TESSY1,LC
2458405.358584712,0.9901233083043488,0.0026910882,TESSY1,LC
2458405.359973608,0.9863730042901846,0.0026949295,TESSY1,LC
2458405.3613625034,0.9878249434708471,0.0026902754,TESSY1,LC
2458405.3627514,0.9888567858692184,0.0026918191,TESSY1,LC
2458405.364140296,0.9887591915052496,0.0026903781,TESSY1,LC
2458405.365529192,0.9872028903549248,0.0026895059,TESSY1,LC
2458405.366918088,0.9866928324437604,0.002690902,TESSY1,LC
2458405.368306984,0.9921306077560524,0.002695529,TESSY1,LC
2458405.36969588,0.9895061462827563,0.0026921087,TESSY1,LC
2458405.371084776,0.9897134380892344,0.0026927493,TESSY1,LC
2458405.3724736725,0.9903843431271534,0.0026934419,TESSY1,LC
2458405.3738625683,0.9898061114370108,0.0026895192,TESSY1,LC
2458405.3752514645,0.989475062997724,0.0026917723,TESSY1,LC
2458405.376640361,0.988835927821595,0.0026901595,TESSY1,LC
2458405.378029257,0.9939469759126832,0.0026909509,TESSY1,LC
2458405.379418153,0.992449297262073,0.0026924338,TESSY1,LC
2458405.380807049,0.986699551897084,0.002690345,TESSY1,LC
2458405.3821959454,0.9887143198078968,0.0026908584,TESSY1,LC
2458405.383584841,0.9916709710023498,0.002692047,TESSY1,LC
2458405.3849737374,0.9843766354716842,0.0026891066,TESSY1,LC
2458405.3863626337,0.9926857832248598,0.002693736,TESSY1,LC
2458405.387751529,0.9919673442547212,0.0026944664,TESSY1,LC
2458405.389140425,0.9975106685904692,0.0026980583,TESSY1,LC
2458405.390529321,0.9921394262127398,0.0026915951,TESSY1,LC
2458405.3919182178,0.988058937128028,0.0026922093,TESSY1,LC
2458405.3933071136,0.9933631313405286,0.0026931334,TESSY1,LC
2458405.39469601,0.994204918844995,0.0026946038,TESSY1,LC
2458405.396084906,0.9930039896446832,0.0026945453,TESSY1,LC
2458405.397473802,0.9927070937417836,0.0026995905,TESSY1,LC
2458405.398862698,0.9934609111338348,0.0026941933,TESSY1,LC
2458405.400251594,0.9933843118101868,0.0026946131,TESSY1,LC
2458405.40164049,1.000212815801233,0.0027012536,TESSY1,LC
2458405.4030293864,0.9987528530962884,0.0026984119,TESSY1,LC
2458405.404418282,1.0002817537073048,0.0027003021,TESSY1,LC
2458405.4058071785,1.0042206276218704,0.0027013381,TESSY1,LC
2458405.4071960743,1.0012042048376828,0.0027063787,TESSY1,LC
2458405.4085849705,0.9980808653849084,0.0026973002,TESSY1,LC
2458405.409973867,0.9966668892525992,0.0026992536,TESSY1,LC
2458405.4113627626,0.996764546452434,0.0026993023,TESSY1,LC
2458405.4127516584,0.9988060369822568,0.0026991826,TESSY1,LC
2458405.4141405546,1.0014690408339488,0.0027000539,TESSY1,LC
2458405.4155294504,1.0008039379957314,0.0027009097,TESSY1,LC
2458405.4169183467,0.99835332852906,0.0026978476,TESSY1,LC
2458405.4183072424,1.004131142423376,0.0027020574,TESSY1,LC
2458405.4196961387,1.0008350496599314,0.0027048781,TESSY1,LC
2458405.4210850345,1.0029205602645854,0.0026997619,TESSY1,LC
2458405.4224739308,1.001235474223486,0.0027024718,TESSY1,LC
2458405.4238628265,1.000168691532651,0.0026990173,TESSY1,LC
2458405.425251723,0.9976263922287276,0.0026935777,TESSY1,LC
2458405.426640619,1.0012451362986212,0.002700621,TESSY1,LC
2458405.428029515,1.0007924637535623,0.0026977647,TESSY1,LC
2458405.429418411,1.00357229458197,0.0027000403,TESSY1,LC
2458405.430807307,1.004154228799877,0.0027018848,TESSY1,LC
2458405.4321962027,0.9977305663927524,0.0026958999,TESSY1,LC
2458405.4335850985,1.0021651073853155,0.0027024939,TESSY1,LC
2458405.4349739947,0.9986155617638018,0.0026994136,TESSY1,LC
2458405.4363628905,1.00161799953852,0.0027000043,TESSY1,LC
2458405.437751787,0.9963833106914568,0.0027010809,TESSY1,LC
2458405.4391406826,0.999672405257328,0.0027042876,TESSY1,LC
2458405.440529579,0.9979631332156504,0.0026985437,TESSY1,LC
2458405.4419184746,1.000949224583023,0.002697662,TESSY1,LC
2458405.443307371,1.001470889347519,0.0027016846,TESSY1,LC
2458405.4446962667,0.9953749375039876,0.0026962722,TESSY1,LC
2458405.446085163,0.9942700990888952,0.0027010748,TESSY1,LC
2458405.4474740587,1.0003374041044235,0.0027004271,TESSY1,LC
2458405.4488629545,0.9988149425428984,0.0027005668,TESSY1,LC
2458405.4502518508,0.9993178243979168,0.0026988981,TESSY1,LC
2458405.4516407466,0.9986799396516848,0.0026985288,TESSY1,LC
2458405.4530296423,0.99945349840455,0.0027009326,TESSY1,LC
2458405.4544185386,1.0037581305941037,0.002702839,TESSY1,LC
2458405.4558074344,0.99692610625828,0.002695577,TESSY1,LC
2458405.45719633,1.0000553253346989,0.0027003344,TESSY1,LC
2458405.4585852264,1.00511762792962,0.002702838,TESSY1,LC
2458405.4599741222,1.0042311340219272,0.0027052055,TESSY1,LC
2458405.4613630185,1.0023588435917554,0.0027000164,TESSY1,LC
2458411.1502688765,0.9999933444287148,0.00263952,TESSY1,LC
2458411.1516577704,0.9996978429595696,0.0026409093,TESSY1,LC
2458411.153046665,0.9998837443987504,0.0026414881,TESSY1,LC
2458411.1544355587,1.001381748716319,0.0026379791,TESSY1,LC
2458411.1558244526,0.9985658061178524,0.0026348273,TESSY1,LC
2458411.157213347,1.0002533664834354,0.0026394059,TESSY1,LC
2458411.158602241,1.0008736797820634,0.0026382911,TESSY1,LC
2458411.1613800293,1.000142515679796,0.0026381544,TESSY1,LC
2458411.162768923,0.9953168981276204,0.0026346333,TESSY1,LC
2458411.1641578176,0.9999344637422156,0.0026382236,TESSY1,LC
2458411.1655467115,1.0018886924971775,0.0026400627,TESSY1,LC
2458411.166935605,0.9927883642943518,0.0026368741,TESSY1,LC
2458411.1683244994,0.998931119291796,0.0026411591,TESSY1,LC
2458411.1697133933,0.995288337363502,0.0026380483,TESSY1,LC
2458411.171102288,0.9971540386845488,0.0026430078,TESSY1,LC
2458411.1724911816,1.0003081833466547,0.0026377756,TESSY1,LC
2458411.173880076,0.9997867311678902,0.0026411975,TESSY1,LC
2458411.17526897,1.0019800821504292,0.0026404946,TESSY1,LC
2458411.176657864,1.0009591365740262,0.0026379202,TESSY1,LC
2458411.178046758,0.9994185941721576,0.0026409402,TESSY1,LC
2458411.179435652,1.0041043552180788,0.0026438483,TESSY1,LC
2458411.180824546,0.9982355873097624,0.002637868,TESSY1,LC
2458411.18221344,0.999845990622079,0.0026368268,TESSY1,LC
2458411.183602334,1.0035992971062218,0.0026402893,TESSY1,LC
2458411.184991228,0.9968198823723616,0.0026357858,TESSY1,LC
2458411.186380122,0.9972871329050306,0.0026363262,TESSY1,LC
2458411.187769016,1.0029570356153543,0.0026424511,TESSY1,LC
2458411.18915791,0.9997542107922164,0.0026362247,TESSY1,LC
2458411.190546804,1.0029448883783645,0.0026374885,TESSY1,LC
2458411.191935698,1.0029313681891194,0.002639913,TESSY1,LC
2458411.193324592,0.9980876605426864,0.0026396138,TESSY1,LC
2458411.194713486,1.0012596353040029,0.0026369207,TESSY1,LC
2458411.1961023803,1.001445522292888,0.0026398951,TESSY1,LC
2458411.197491274,1.004703711904646,0.0026392313,TESSY1,LC
2458411.198880168,1.0038066039586375,0.0026392136,TESSY1,LC
2458411.200269062,1.0028707983358758,0.0026428837,TESSY1,LC
2458411.201657956,0.9984219253132776,0.0026377481,TESSY1,LC
2458411.20304685,1.0024962946432034,0.0026374073,TESSY1,LC
2458411.204435744,0.995775806595106,0.0026351884,TESSY1,LC
2458411.205824638,1.0047577009207471,0.0026394371,TESSY1,LC
2458411.207213532,0.9978481078585124,0.0026377353,TESSY1,LC
2458411.2086024256,1.00278071726744,0.0026387263,TESSY1,LC
2458411.20999132,0.9991033092726586,0.0026375302,TESSY1,LC
2458411.211380214,1.0023810438642515,0.0026425745,TESSY1,LC
2458411.212769108,1.0012155608952091,0.0026368818,TESSY1,LC
2458411.214158002,0.9965370206158676,0.002635994,TESSY1,LC
2458411.215546896,0.9937406728878714,0.0026345467,TESSY1,LC
2458411.2169357897,0.9934571977022468,0.0026343002,TESSY1,LC
2458411.218324684,0.9930490951717346,0.0026370743,TESSY1,LC
2458411.219713577,0.989008985236337,0.0026277397,TESSY1,LC
2458411.2224913654,0.9893140732014596,0.0026278053,TESSY1,LC
2458411.22388026,0.9923603611934044,0.0026297481,TESSY1,LC
2458411.225269153,0.989916001822864,0.0026305609,TESSY1,LC
2458411.226658047,0.9880880051413274,0.0026306538,TESSY1,LC
2458411.228046941,0.9884708111764956,0.0026292058,TESSY1,LC
2458411.229435835,0.9919042497730204,0.0026319078,TESSY1,LC
2458411.230824729,0.9905426112027256,0.0026319223,TESSY1,LC
2458411.232213623,0.9928435652199638,0.0026320752,TESSY1,LC
2458411.233602517,0.9924205920870414,0.0026329872,TESSY1,LC
2458411.2349914107,0.9892847715731832,0.0026289311,TESSY1,LC
2458411.2363803047,0.989103613921754,0.0026309479,TESSY1,LC
2458411.2377691986,0.9888192289119876,0.0026272265,TESSY1,LC
2458411.2391580925,0.991548636786126,0.0026314801,TESSY1,LC
2458411.2405469865,0.9948027374363272,0.0026316396,TESSY1,LC
2458411.2419358804,0.9888386307683974,0.0026299956,TESSY1,LC
2458411.2433247743,0.9866300369991104,0.0026278247,TESSY1,LC
2458411.244713668,0.9885977059617372,0.0026284736,TESSY1,LC
2458411.246102562,0.986235817786757,0.0026284452,TESSY1,LC
2458411.247491456,0.9877153323578672,0.0026282161,TESSY1,LC
2458411.2488803496,0.9906936699071472,0.0026320689,TESSY1,LC
2458411.2502692435,0.989670090159435,0.0026293383,TESSY1,LC
2458411.2516581374,0.9920768733744618,0.0026333756,TESSY1,LC
2458411.253047032,0.9893424094228124,0.0026330748,TESSY1,LC
2458411.2544359253,0.990674598300544,0.0026288636,TESSY1,LC
2458411.255824819,0.9862549900349727,0.0026300957,TESSY1,LC
2458411.257213713,0.9883254447565304,0.002627572,TESSY1,LC
2458411.2586026066,0.9879460923061546,0.0026333791,TESSY1,LC
2458411.2599915005,0.9891935328356756,0.0026335497,TESSY1,LC
2458411.2613803945,0.990366166183243,0.0026322564,TESSY1,LC
2458411.2627692884,0.9856304325532842,0.0026300363,TESSY1,LC
2458411.2641581823,0.9928731518598788,0.0026352175,TESSY1,LC
2458411.265547076,0.9887661440400038,0.0026345325,TESSY1,LC
2458411.26693597,0.9858783992115844,0.0026261909,TESSY1,LC
2458411.268324864,0.985703337274796,0.0026285907,TESSY1,LC
2458411.2697137576,0.9847301584309616,0.0026262798,TESSY1,LC
2458411.2711026515,0.9908509024323826,0.0026321269,TESSY1,LC
2458411.2724915454,0.9874432395244916,0.0026262817,TESSY1,LC
2458411.27388044,0.9897364356559348,0.002628454,TESSY1,LC
2458411.275269333,0.993124290702068,0.0026302966,TESSY1,LC
2458411.2766582267,0.9882063601257136,0.0026291145,TESSY1,LC
2458411.2780471207,0.9899871039040342,0.0026308689,TESSY1,LC
2458411.279436014,0.990110661990582,0.0026304021,TESSY1,LC
2458411.280824908,0.989252894436682,0.0026267436,TESSY1,LC
2458411.282213802,0.9861320013532998,0.0026288757,TESSY1,LC
2458411.283602696,0.994024802677458,0.0026362783,TESSY1,LC
2458411.28499159,0.987954318344116,0.002626142,TESSY1,LC
2458411.286380484,0.9857819285125694,0.0026280705,TESSY1,LC
2458411.287769377,0.9867544030689815,0.0026277909,TESSY1,LC
2458411.290547165,0.987057675591442,0.0026286256,TESSY1,LC
2458411.293324952,0.9899322460834212,0.0026321933,TESSY1,LC
2458411.294713846,0.9872370930190568,0.0026306249,TESSY1,LC
2458411.29610274,0.9915487645603136,0.0026323909,TESSY1,LC
2458411.297491634,0.991974400552892,0.0026307539,TESSY1,LC
2458411.298880528,0.99006186117274,0.0026331788,TESSY1,LC
2458411.300269421,0.9872274862985772,0.0026283301,TESSY1,LC
2458411.301658315,0.9841175060525176,0.002625081,TESSY1,LC
2458411.3030472086,0.9882022303326772,0.0026292035,TESSY1,LC
2458411.3044361025,0.9928129092769216,0.0026313383,TESSY1,LC
2458411.3058249964,0.9888187627477136,0.0026290987,TESSY1,LC
2458411.30721389,0.9925979708693636,0.0026303174,TESSY1,LC
2458411.308602784,0.9899065536923586,0.0026296186,TESSY1,LC
2458411.3099916778,0.9918196011700154,0.0026334494,TESSY1,LC
2458411.311380571,0.9892575332572808,0.0026273185,TESSY1,LC
2458411.3127694647,0.9904744100242138,0.0026310063,TESSY1,LC
2458411.3141583586,0.9910649715427384,0.0026292605,TESSY1,LC
2458411.3155472525,0.9877042119276443,0.0026303595,TESSY1,LC
2458411.316936146,0.9950476608123856,0.0026311807,TESSY1,LC
2458411.31832504,0.9922663152238508,0.0026352273,TESSY1,LC
2458411.3197139334,0.9931407049955994,0.0026330468,TESSY1,LC
2458411.321102828,0.99881089029369,0.0026370629,TESSY1,LC
2458411.3224917213,0.9984237610229788,0.0026345567,TESSY1,LC
2458411.3238806147,0.9996256573785696,0.0026369456,TESSY1,LC
2458411.3252695086,0.999333669102344,0.0026349402,TESSY1,LC
2458411.326658402,1.0001266865129663,0.0026384101,TESSY1,LC
2458411.328047296,1.0013401093278675,0.0026417414,TESSY1,LC
2458411.329436189,0.9979322277768324,0.00263597,TESSY1,LC
2458411.330825083,1.0070086718630926,0.0026441009,TESSY1,LC
2458411.332213977,0.9979681814404364,0.0026375251,TESSY1,LC
2458411.333602871,0.9972417067381704,0.0026351532,TESSY1,LC
2458411.3349917643,1.0017930075863184,0.0026388499,TESSY1,LC
2458411.337769552,0.9981372562874076,0.0026377027,TESSY1,LC
2458411.3391584456,1.0021615941196569,0.0026364978,TESSY1,LC
2458411.340547339,1.0046854677583728,0.0026397114,TESSY1,LC
2458411.341936233,0.9976055669677584,0.0026363456,TESSY1,LC
2458411.3433251265,0.9989440720342116,0.0026389058,TESSY1,LC
2458411.3447140204,0.9997933226981776,0.0026372087,TESSY1,LC
2458411.346102914,1.001603419145594,0.0026419063,TESSY1,LC
2458411.347491808,0.996237301440484,0.0026344885,TESSY1,LC
2458411.3488807008,1.000856129470788,0.0026388702,TESSY1,LC
2458411.3502695947,0.9967723533523866,0.0026385428,TESSY1,LC
2458411.351658488,1.002803362963164,0.0026384387,TESSY1,LC
2458411.353047382,0.9975554483754184,0.0026387116,TESSY1,LC
2458411.3544362755,1.0037621197955535,0.0026394117,TESSY1,LC
2458411.355825169,1.0004312569591018,0.0026384974,TESSY1,LC
2458411.357214063,1.0028188000909313,0.0026410175,TESSY1,LC
2458411.3586029564,1.0046246490399051,0.002638187,TESSY1,LC
2458411.3599918503,0.99783445387893,0.0026366615,TESSY1,LC
2458411.361380744,0.9998427647798124,0.002642015,TESSY1,LC
2458411.3627696377,1.0025410314881498,0.0026395188,TESSY1,LC
2458411.364158531,1.0027103041865684,0.0026373363,TESSY1,LC
2458411.366936318,1.0027098676134432,0.0026389195,TESSY1,LC
2458411.368325212,1.0008369583372567,0.0026363579,TESSY1,LC
2458411.369714105,0.9968027550329208,0.0026355905,TESSY1,LC
2458411.371102999,0.9993303576983869,0.0026409528,TESSY1,LC
2458411.3724918924,0.999927166427185,0.0026377633,TESSY1,LC
2458411.3738807864,1.0047690812782202,0.0026392937,TESSY1,LC
2458411.37526968,1.002041902124633,0.0026368792,TESSY1,LC
2458411.3766585733,0.9980611891330572,0.0026350569,TESSY1,LC
2458411.378047467,0.9996713621190316,0.0026383011,TESSY1,LC
2458411.3794363607,1.0025093012302633,0.0026408515,TESSY1,LC
2458411.380825254,1.0008695465416548,0.0026399374,TESSY1,LC
2458411.382214148,1.0033989978693976,0.0026416138,TESSY1,LC
2458411.383603041,0.999202895380446,0.0026389172,TESSY1,LC
